Comment,Lemmatized_Comment,Overall_CB_Status,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
oh fucking god,oh fucking god,0,0,0,0,0,0,0
sos,so,0,0,0,0,0,0,0
follow direct message,follow direct message,0,0,0,0,0,0,0
laughing pussy ass bitch bra prob'ly ugly ass fat loose cunt mate bloody hell stu go drink bleach ugly ass anal juicing hoe bag slut,laughing pussy as bitch bra prob'ly ugly as fat loose cunt mate bloody hell stu go drink bleach ugly as anal juicing hoe bag slut,1,1,1,1,0,0,1
laughing loud bye,laughing loud bye,0,0,0,0,0,0,0
well graphic,well graphic,0,0,0,0,0,0,0
nobody cares live,nobody care live,0,0,0,0,0,0,0
exactly,exactly,0,0,0,0,0,0,0
laughing loud say bitch tagging stu fat ugly ass bitch never going get attention,laughing loud say bitch tagging stu fat ugly as bitch never going get attention,1,0,0,1,0,0,1
never said,never said,0,0,0,0,0,0,0
said bye um stu dickhead,said bye um stu dickhead,1,0,0,0,0,0,1
soo hot,soo hot,0,0,0,0,0,0,0
hot,hot,0,0,0,0,0,0,0
laughing guys pathetic making fan pages hoping notices guys nice bum mate,laughing guy pathetic making fan page hoping notice guy nice bum mate,1,0,0,0,0,0,1
perf,perf,0,0,0,0,0,0,0
need share,need share,0,0,0,0,0,0,0
making manages show love matthew,making manages show love matthew,0,0,0,0,0,0,0
woah date,woah date,0,0,0,0,0,0,0
yay,yay,0,0,0,0,0,0,0
cute,cute,0,0,0,0,0,0,0
get try thursday doubt,get try thursday doubt,0,0,0,0,0,0,0
perfection pure nature one things would say things,perfection pure nature one thing would say thing,0,0,0,0,0,0,0
laughing loud feel like stalker,laughing loud feel like stalker,0,0,0,0,0,0,0
adorable worry definetely get,adorable worry definetely get,0,0,0,0,0,0,0
kid,kid,0,0,0,0,0,0,0
smile look good Smile,smile look good Smile,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
put put crushing guy put hahahahahaha,put put crushing guy put hahahahahaha,0,0,0,0,0,0,0
stocking lol,stocking lol,0,0,0,0,0,0,0
checking friends news saw like oo,checking friend news saw like oo,0,0,0,0,0,0,0
hot,hot,0,0,0,0,0,0,0
lovely wow,lovely wow,0,0,0,0,0,0,0
sexy,sexy,0,0,0,0,0,0,0
cute,cute,0,0,0,0,0,0,0
soo hot,soo hot,0,0,0,0,0,0,0
help get gave shout,help get gave shout,0,0,0,0,0,0,0
gay,gay,1,0,1,0,0,0,0
edit please,edit please,0,0,0,0,0,0,0
sexy,sexy,0,0,0,0,0,0,0
sure,sure,0,0,0,0,0,0,0
ok,ok,0,0,0,0,0,0,0
hot hot hot,hot hot hot,0,0,0,0,0,0,0
perfect,perfect,0,0,0,0,0,0,0
cute,cute,0,0,0,0,0,0,0
hey,hey,0,0,0,0,0,0,0
wow lot people love dude yeah sexy picture Teasing,wow lot people love dude yeah sexy picture Teasing,0,0,0,0,0,0,0
dem dimples,dem dimple,0,0,0,0,0,0,0
cute,cute,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
hot,hot,0,0,0,0,0,0,0
cool,cool,1,0,0,0,0,0,1
dimples,dimple,0,0,0,0,0,0,0
cutie,cutie,0,0,0,0,0,0,0
heck yeah hot,heck yeah hot,0,0,0,0,0,0,0
heat lot cute,heat lot cute,0,0,0,0,0,0,0
live alabama,live alabama,0,0,0,0,0,0,0
marry me,marry me,0,0,0,0,0,0,0
look Whatever,look Whatever,0,0,0,1,0,0,0
love dimples,love dimple,0,0,0,0,0,0,0
marry me perf,marry me perf,0,0,0,0,0,0,0
comments keep getting deleted anyway love babes hope one day notice haha hot wish knew sucks obsessed fan love up always always baby,comment keep getting deleted anyway love babe hope one day notice haha hot wish knew suck obsessed fan love up always always baby,0,0,0,0,0,0,0
official love everything you,official love everything you,0,0,0,0,0,0,0
laughing loud matching dimples laughing loud your looks cute like mine,laughing loud matching dimple laughing loud your look cute like mine,0,0,0,0,0,0,0
text,text,0,0,0,0,0,0,0
laughing loud blair,laughing loud blair,0,0,0,0,0,0,0
dimples,dimple,0,0,0,0,0,0,0
gay,gay,1,0,1,0,0,0,1
hi Winking,hi Winking,0,0,0,0,0,0,0
hate jealous anything nice say say,hate jealous anything nice say say,0,0,0,0,0,0,0
Octopus,Octopus,0,0,0,0,0,0,0
woids explain hot i,woids explain hot i,0,0,0,0,0,0,0
hey matthew want know awesome gunman starting writing expect mail girl named teresa,hey matthew want know awesome gunman starting writing expect mail girl named teresa,0,0,0,0,0,0,0
agree text,agree text,0,0,0,0,0,0,0
eric boston babies,eric boston baby,0,0,0,0,0,0,0
happy birthday brother,happy birthday brother,0,0,0,0,0,0,0
eric boss happy birthday,eric bos happy birthday,0,0,0,0,0,0,0
like please,like please,0,0,0,0,0,0,0
seaman slang thun,seaman slang thun,0,0,0,0,0,0,0
bought shoes sunday sick,bought shoe sunday sick,0,0,0,0,0,0,0
fuck yes day,fuck yes day,0,0,0,0,0,0,0
hi share born day happy birthday dude,hi share born day happy birthday dude,0,0,0,0,0,0,0
happy birthday frontman,happy birthday frontman,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
salesagent,salesagent,0,0,0,0,0,0,0
wow,wow,0,0,0,0,0,0,0
cool,cool,0,0,0,0,0,0,0
estos,estos,0,0,0,0,0,0,0
happy birthday boston,happy birthday boston,0,0,0,0,0,0,0
san bernardo native,san bernardo native,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
happy birth day eric,happy birth day eric,0,0,0,0,0,0,0
think,think,0,0,0,0,0,0,0
shoes boxing glove,shoe boxing glove,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
yeehaa,yeehaa,0,0,0,0,0,0,0
happy birthday brother,happy birthday brother,0,0,0,0,0,0,0
yoo happy birthday boston wish good one day Insane,yoo happy birthday boston wish good one day Insane,0,0,0,0,0,0,0
happy birthday homely good day,happy birthday homely good day,0,0,0,0,0,0,0
nike love,nike love,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
guys share birthday laughing loud nice,guy share birthday laughing loud nice,0,0,0,0,0,0,0
ahahahahahahahahahahahaa birthday ad,ahahahahahahahahahahahaa birthday ad,0,0,0,0,0,0,0
hahahahahahaxd,hahahahahahaxd,0,0,0,0,0,0,0
please follow tigers,please follow tiger,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
Worried,Worried,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
what freed sale stussy supreme hug diamond,what freed sale stussy supreme hug diamond,0,0,0,0,0,0,0
bet middle finger inside shoe haha,bet middle finger inside shoe haha,0,0,0,0,0,0,0
boston,boston,0,0,0,0,0,0,0
go skate fun raining happy birth day boston,go skate fun raining happy birth day boston,0,0,0,0,0,0,0
birthday,birthday,0,0,0,0,0,0,0
sick pick happy birthday best skater ever keep good,sick pick happy birthday best skater ever keep good,0,0,0,0,0,0,0
fucking birthday,fucking birthday,0,0,0,0,0,0,0
enjoy day dude,enjoy day dude,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
woods yeah,wood yeah,0,0,0,0,0,0,0
birthday,birthday,0,0,0,0,0,0,0
love shoes,love shoe,0,0,0,0,0,0,0
want boston,want boston,0,0,0,0,0,0,0
happy birthday man,happy birthday man,0,0,0,0,0,0,0
twins,twin,0,0,0,0,0,0,0
birthday,birthday,0,0,0,0,0,0,0
laughing yes,laughing yes,0,0,0,0,0,0,0
hey shoes,hey shoe,0,0,0,0,0,0,0
bad cannot wear shoes live,bad cannot wear shoe live,0,0,0,0,0,0,0
happy birthday brother,happy birthday brother,0,0,0,0,0,0,0
happy birthday trick,happy birthday trick,0,0,0,0,0,0,0
birthday year buddy,birthday year buddy,0,0,0,0,0,0,0
happy day,happy day,0,0,0,0,0,0,0
happy day,happy day,0,0,0,0,0,0,0
nike so Watching boston nike,nike so Watching boston nike,0,0,0,0,0,0,0
venom black got,venom black got,0,0,0,0,0,0,0
nike,nike,0,0,0,0,0,0,0
trip yes kan,trip yes kan,0,0,0,0,0,0,0
happy birthday eric,happy birthday eric,0,0,0,0,0,0,0
happy buddy,happy buddy,0,0,0,0,0,0,0
best,best,0,0,0,0,0,0,0
happy birthday eric,happy birthday eric,0,0,0,0,0,0,0
fucking love happy birth day,fucking love happy birth day,0,0,0,0,0,0,0
happy birthday great day,happy birthday great day,0,0,0,0,0,0,0
happy birthday boston,happy birthday boston,0,0,0,0,0,0,0
happy birthday brother good one,happy birthday brother good one,0,0,0,0,0,0,0
happy birthday boston,happy birthday boston,0,0,0,0,0,0,0
happy birthday boss boston,happy birthday bos boston,0,0,0,0,0,0,0
felicidades i o grande,felicidades i o grande,0,0,0,0,0,0,0
so,so,0,0,0,0,0,0,0
want crip ones,want crip one,0,0,0,0,0,0,0
he funny,he funny,0,0,0,0,0,0,0
like get,like get,0,0,0,0,0,0,0
sick know model Glasses,sick know model Glasses,0,0,0,0,0,0,0
boston skater photo eric boston,boston skater photo eric boston,0,0,0,0,0,0,0
oh fucking god want bad,oh fucking god want bad,0,0,0,0,0,0,0
sneak peek boston,sneak peek boston,0,0,0,0,0,0,0
old shoes,old shoe,0,0,0,0,0,0,0
cannot stand people wear panels forward,cannot stand people wear panel forward,0,0,0,0,0,0,0
made wear backwards explains slant with back eric boston thinks otherwise,made wear backwards explains slant with back eric boston think otherwise,0,0,0,0,0,0,0
yeah,yeah,0,0,0,0,0,0,0
obviously made slide back head course wear way please saying irritating,obviously made slide back head course wear way please saying irritating,0,0,0,0,0,0,0
pretty sure designed put forwards mate,pretty sure designed put forward mate,0,0,0,0,0,0,0
dumb boston,dumb boston,0,0,0,0,0,0,0
dude stupid playing around know boston know shoes,dude stupid playing around know boston know shoe,0,0,0,0,0,0,0
good shit,good shit,0,0,0,0,0,0,0
nice,nice,0,0,0,0,0,0,0
malt shoe,malt shoe,0,0,0,0,0,0,0
shane,shane,0,0,0,0,0,0,0
love shoes Smile ilovenikesb,love shoe Smile ilovenikesb,0,0,0,0,0,0,0
boston turned good set friend zig posted wifes boards laughing loud,boston turned good set friend zig posted wife board laughing loud,0,0,0,0,0,0,0
order get sponsored guy,order get sponsored guy,0,0,0,0,0,0,0
got dem laughing,got dem laughing,0,0,0,0,0,0,0
favorite shoes doorway,favorite shoe doorway,0,0,0,0,0,0,0
big,big,0,0,0,0,0,0,0
one,one,0,0,0,0,0,0,0
happy birthday,happy birthday,0,0,0,0,0,0,0
ke wear so even skate,ke wear so even skate,0,0,0,0,0,0,0
trick korean,trick korean,0,0,0,0,0,0,0
guys aware team rider threatened stomp african elephant female instagram,guy aware team rider threatened stomp african elephant female instagram,0,0,0,0,0,0,0
zooming,zooming,0,0,0,0,0,0,0
trick Infatuated,trick Infatuated,0,0,0,0,0,0,0
boston man haunt got enough money,boston man haunt got enough money,0,0,0,0,0,0,0
it comment like laughing loud,it comment like laughing loud,0,0,0,0,0,0,0
laughing loud,laughing loud,0,0,0,0,0,0,0
cozy,cozy,0,0,0,0,0,0,0
ones,one,0,0,0,0,0,0,0
clean jeans,clean jean,0,0,0,0,0,0,0
thanks Whatever,thanks Whatever,0,0,0,0,0,0,0
comin sneakermob show saturday it cool meet,comin sneakermob show saturday it cool meet,0,0,0,0,0,0,0
like shoes Winking,like shoe Winking,0,0,0,0,0,0,0
flyknits forever,flyknits forever,0,0,0,0,0,0,0
Peace built fortress,Peace built fortress,0,0,0,0,0,0,0
neck woods brush respect diamond hustle,neck wood brush respect diamond hustle,0,0,0,0,0,0,0
flyknits,flyknits,0,0,0,0,0,0,0
love jeans white tee much fly knits though,love jean white tee much fly knit though,0,0,0,0,0,0,0
thank likewise unfortunately attendance,thank likewise unfortunately attendance,0,0,0,0,0,0,0
thanks basics,thanks basic,0,0,0,0,0,0,0
correct,correct,0,0,0,0,0,0,0
thanks homie,thanks homie,0,0,0,0,0,0,0
sweet kicks denny,sweet kick denny,0,0,0,0,0,0,0
wow supposed today Turtle,wow supposed today Turtle,0,0,0,0,0,0,0
dope got rose debating flyknit nike killing always decisions decisions laughing,dope got rose debating flyknit nike killing always decision decision laughing,0,0,0,0,0,0,0
diamond boston word,diamond boston word,0,0,0,0,0,0,0
neon,neon,0,0,0,0,0,0,0
nice,nice,0,0,0,0,0,0,0
doin boston,doin boston,0,0,0,0,0,0,0
look dope wonder comfy rose,look dope wonder comfy rose,0,0,0,0,0,0,0
love picWhatever would like feature nike fuelstream digital billboard in ny Whatever cool please reply okWhatever,love picWhatever would like feature nike fuelstream digital billboard in ny Whatever cool please reply okWhatever,0,0,0,0,0,0,0
ill ok,ill ok,0,0,0,0,0,0,0
awesome Watching ok,awesome Watching ok,0,0,0,0,0,0,0
haha thanks bro,haha thanks bro,0,0,0,0,0,0,0
haha problem brush pretty tight formal,haha problem brush pretty tight formal,0,0,0,0,0,0,0
check online help we stream flyknitfridays,check online help we stream flyknitfridays,0,0,0,0,0,0,0
trainers solo winner laughing,trainer solo winner laughing,0,0,0,0,0,0,0
smart pal,smart pal,0,0,0,0,0,0,0
sexy,sexy,0,0,0,0,0,0,0
jawline,jawline,0,0,0,0,0,0,0
aww,aww,0,0,0,0,0,0,0
take virginity,take virginity,0,0,0,0,0,0,0
same comment,same comment,0,0,0,0,0,0,0
is miss hayes que cara meds ve muito foofofof,is miss hayes que cara med ve muito foofofof,0,0,0,0,0,0,0
base,base,0,0,0,0,0,0,0
hayes looks little,hayes look little,0,0,0,0,0,0,0
love hayes sweatshirt,love hayes sweatshirt,0,0,0,0,0,0,0
hayes lookin fetus,hayes lookin fetus,0,0,0,0,0,0,0
laughing,laughing,0,0,0,0,0,0,0
wear babes merch,wear babe merch,0,0,0,0,0,0,0
baby hayes,baby hayes,0,0,0,0,0,0,0
Whatever,Whatever,0,0,0,0,0,0,0
ex,ex,0,0,0,0,0,0,0
leavin,leavin,0,0,0,0,0,0,0
oh god egg,oh god egg,0,0,0,0,0,0,0
egg like year ago,egg like year ago,0,0,0,0,0,0,0
hayes jacket fleet,hayes jacket fleet,0,0,0,0,0,0,0
caption,caption,0,0,0,0,0,0,0
li,li,0,0,0,0,0,0,0
lit tea,lit tea,0,0,0,0,0,0,0
literally makes cream pants,literally make cream pant,0,0,0,0,0,0,0
hayes,hayes,0,0,0,0,0,0,0
shit jack look lot like cousin,shit jack look lot like cousin,0,0,0,0,0,0,0
chorando,chorando,0,0,0,0,0,0,0
love hayes jacket,love hayes jacket,0,0,0,0,0,0,0
hayes repping,hayes repping,0,0,0,0,0,0,0
base picture,base picture,0,0,0,0,0,0,0
picture meant us,picture meant u,0,0,0,0,0,0,0
freakin know,freakin know,0,0,0,0,0,0,0
itsumo wow,itsumo wow,0,0,0,0,0,0,0
serious jack by,serious jack by,0,0,0,0,0,0,0
die nasal cher laughing ad,die nasal cher laughing ad,0,0,0,0,0,0,0
tintintiin,tintintiin,0,0,0,0,0,0,0
ass,as,0,0,0,0,0,0,0
supporting cameron,supporting cameron,0,0,0,0,0,0,0
dadgum fetus hayes,dadgum fetus hayes,0,0,0,0,0,0,0
napa denote,napa denote,0,0,0,0,0,0,0
know ieen thii nick italking thought i i ig Streiied,know ieen thii nick italking thought i i ig Streiied,0,0,0,0,0,0,0
lay,lay,0,0,0,0,0,0,0
awe by hayes,awe by hayes,0,0,0,0,0,0,0
du rights ich links,du right ich link,0,0,0,0,0,0,0
oh,oh,0,0,0,0,0,0,0
molto hayes,molto hayes,0,0,0,0,0,0,0
this,this,0,0,0,0,0,0,0
mira que papi,mira que papi,0,0,0,0,0,0,0
oh god,oh god,0,0,0,0,0,0,0
ooh good lord hayes,ooh good lord hayes,0,0,0,0,0,0,0
cannot even right,cannot even right,0,0,0,0,0,0,0
help dying please need help hayes oh god hayes,help dying please need help hayes oh god hayes,0,0,0,0,0,0,0
ride dirty them,ride dirty them,0,0,0,0,0,0,0
frick hayes leigh,frick hayes leigh,0,0,0,0,0,0,0
fetus fuck ofmy,fetus fuck ofmy,0,0,0,0,0,0,0
need match one day deal,need match one day deal,0,0,0,0,0,0,0
hayes got dallas sweatshirt,hayes got dallas sweatshirt,0,0,0,0,0,0,0
left bye jack,left bye jack,0,0,0,0,0,0,0
fuk hayes ugly,fuk hayes ugly,1,0,0,1,0,0,1
favorite,favorite,0,0,0,0,0,0,0
aww,aww,0,0,0,0,0,0,0
adorable,adorable,0,0,0,0,0,0,0
oh god,oh god,0,0,0,0,0,0,0
i i,i i,0,0,0,0,0,0,0
another,another,0,0,0,0,0,0,0
oh fucking god amazing,oh fucking god amazing,0,0,0,0,0,0,0
know,know,0,0,0,0,0,0,0
evans,evans,0,0,0,0,0,0,0
boyfriends again,boyfriend again,0,0,0,0,0,0,0
babe,babe,0,0,0,0,0,0,0
heinrich,heinrich,0,0,0,0,0,0,0
hemeltje hemeltje,hemeltje hemeltje,0,0,0,0,0,0,0
cutter,cutter,0,0,0,0,0,0,0
old picture still loving,old picture still loving,0,0,0,0,0,0,0
yasaass leah,yasaass leah,0,0,0,0,0,0,0
screenshotting,screenshotting,0,0,0,0,0,0,0
yes leah,yes leah,0,0,0,0,0,0,0
hayes wearing cam march,hayes wearing cam march,0,0,0,0,0,0,0
merch,merch,0,0,0,0,0,0,0
love guys,love guy,0,0,0,0,0,0,0
king,king,0,0,0,0,0,0,0
two babies next other,two baby next other,0,0,0,0,0,0,0
please notice me,please notice me,0,0,0,0,0,0,0
please notice me,please notice me,0,0,0,0,0,0,0
hayes wearing cameron dallas sweater,hayes wearing cameron dallas sweater,0,0,0,0,0,0,0
look foetus hayes,look foetus hayes,0,0,0,0,0,0,0
baby,baby,0,0,0,0,0,0,0
awe hayes little,awe hayes little,0,0,0,0,0,0,0
babes,babe,0,0,0,0,0,0,0
love much jack gilinsky,love much jack gilinsky,0,0,0,0,0,0,0
hayes nostrils big,hayes nostril big,0,0,0,0,0,0,0
hoping like follow egg,hoping like follow egg,0,0,0,0,0,0,0
up,up,0,0,0,0,0,0,0
dziecko hayes size,dziecko hayes size,0,0,0,0,0,0,0
sexy,sexy,0,0,0,0,0,0,0
multiplied senhor,multiplied senhor,0,0,0,0,0,0,0
holy fucking fucking fuck,holy fucking fucking fuck,0,0,0,0,0,0,0
guy love much beautiful come brazil,guy love much beautiful come brazil,0,0,0,0,0,0,0
i valar va stor du live shabby bra iobbat Smile,i valar va stor du live shabby bra iobbat Smile,0,0,0,0,0,0,0
tack due,tack due,0,0,0,0,0,0,0
gym i du,gym i du,0,0,0,0,0,0,0
i i la inygg,i i la inygg,0,0,0,0,0,0,0
oh god oh god oh god,oh god oh god oh god,0,0,0,0,0,0,0
oh god seriously,oh god seriously,0,0,0,0,0,0,0
know dying oh god,know dying oh god,0,0,0,0,0,0,0
laughing wana five,laughing wana five,0,0,0,0,0,0,0
wow,wow,0,0,0,0,0,0,0
om,om,0,0,0,0,0,0,0
biffed elle,biffed elle,0,0,0,0,0,0,0
damn cut props quite accomplishment dude,damn cut prop quite accomplishment dude,0,0,0,0,0,0,0
du i biff jug,du i biff jug,0,0,0,0,0,0,0
hi come join start chatting,hi come join start chatting,0,0,0,0,0,0,0
secret get abs man need hahaha,secret get ab man need hahaha,0,0,0,0,0,0,0
nice,nice,0,0,0,0,0,0,0
marry,marry,0,0,0,0,0,0,0
fair want washboard subs sleeping assign,fair want washboard sub sleeping assign,0,0,0,0,0,0,0
rare,rare,0,0,0,0,0,0,0
it comment like,it comment like,0,0,0,0,0,0,0
pink shoes,pink shoe,0,0,0,0,0,0,0
pink shoes,pink shoe,0,0,0,0,0,0,0
pink shoes taking lead,pink shoe taking lead,0,0,0,0,0,0,0
follow back please pink shoes,follow back please pink shoe,0,0,0,0,0,0,0
pink shoes Smile,pink shoe Smile,0,0,0,0,0,0,0
pink shoes,pink shoe,0,0,0,0,0,0,0
two shoes jamal Smile,two shoe jamal Smile,0,0,0,0,0,0,0
pink shoes,pink shoe,0,0,0,0,0,0,0
pink stripes Smile,pink stripe Smile,0,0,0,0,0,0,0
pink shoes,pink shoe,0,0,0,0,0,0,0
two shoes like pink shoes,two shoe like pink shoe,0,0,0,0,0,0,0
pink shoes,pink shoe,0,0,0,0,0,0,0
shad piss eh yes Stressed,shad piss eh yes Stressed,0,0,0,0,0,0,0
one foot,one foot,0,0,0,0,0,0,0
nice,nice,0,0,0,0,0,0,0
encantaron las roads estan geniuses es asi,encantaron la road estan genius e asi,0,0,0,0,0,0,0
pink,pink,0,0,0,0,0,0,0
stripes Smile,stripe Smile,0,0,0,0,0,0,0
pink shoes seems favorite,pink shoe seems favorite,0,0,0,0,0,0,0
pink shoes,pink shoe,0,0,0,0,0,0,0
both,both,0,0,0,0,0,0,0
pink,pink,0,0,0,0,0,0,0
going fall winter collection,going fall winter collection,0,0,0,0,0,0,0
pink stripes white shoes,pink stripe white shoe,0,0,0,0,0,0,0
shoes,shoe,0,0,0,0,0,0,0
purple,purple,0,0,0,0,0,0,0
pink stripes,pink stripe,0,0,0,0,0,0,0
stripes,stripe,0,0,0,0,0,0,0
pink shoes please,pink shoe please,0,0,0,0,0,0,0
pink,pink,0,0,0,0,0,0,0
hate pink,hate pink,0,0,0,0,0,0,0
pink shoes Smile,pink shoe Smile,0,0,0,0,0,0,0
pink shoes Smile,pink shoe Smile,0,0,0,0,0,0,0
pink shoes,pink shoe,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
adidas,adidas,0,0,0,0,0,0,0
neo,neo,0,0,0,0,0,0,0
love,love,0,0,0,0,0,0,0
awesome,awesome,0,0,0,0,0,0,0
stripes Smile beautiful,stripe Smile beautiful,0,0,0,0,0,0,0
one,one,0,0,0,0,0,0,0
cool,cool,0,0,0,0,0,0,0
thermoses,thermos,0,0,0,0,0,0,0
one,one,0,0,0,0,0,0,0
pink shoes pink stripes beautiful,pink shoe pink stripe beautiful,0,0,0,0,0,0,0
oh god Dazed want Peace xoxo,oh god Dazed want Peace xoxo,0,0,0,0,0,0,0
much,much,0,0,0,0,0,0,0
pink shoes get,pink shoe get,0,0,0,0,0,0,0
change mine,change mine,0,0,0,0,0,0,0
get much money,get much money,0,0,0,0,0,0,0
love shoes,love shoe,0,0,0,0,0,0,0
amazing,amazing,0,0,0,0,0,0,0
lovely,lovely,0,0,0,0,0,0,0
have flappy girly kinda like little mihi miss youu,have flappy girly kinda like little mihi miss youu,0,0,0,0,0,0,0
wanna havent miss,wanna havent miss,0,0,0,0,0,0,0
oh gosh want i,oh gosh want i,0,0,0,0,0,0,0
much,much,0,0,0,0,0,0,0
live much,live much,0,0,0,0,0,0,0
nak ye,nak ye,0,0,0,0,0,0,0
Whatever,Whatever,0,0,0,0,0,0,0
friend,friend,0,0,0,0,0,0,0
stripes,stripe,0,0,0,0,0,0,0
pink shoes Winking,pink shoe Winking,0,0,0,0,0,0,0
thinking pink shoes bro,thinking pink shoe bro,0,0,0,0,0,0,0
would get red,would get red,0,0,0,0,0,0,0
love pink shoes wish made purple,love pink shoe wish made purple,0,0,0,0,0,0,0
shoes,shoe,0,0,0,0,0,0,0
lindTiggerTiggerTiggerTiggerTigger vet para Tigger basil,lindTiggerTiggerTiggerTiggerTigger vet para Tigger basil,0,0,0,0,0,0,0
slamming,slamming,0,0,0,0,0,0,0
eyes though,eye though,0,0,0,0,0,0,0
kool kool,kool kool,0,0,0,0,0,0,0
lindo,lindo,0,0,0,0,0,0,0
see comment shit Peace,see comment shit Peace,0,0,0,0,0,0,0
lindTigger adTiggerrei Tigger bTiggern,lindTigger adTiggerrei Tigger bTiggern,0,0,0,0,0,0,0
qu bones o,qu bone o,0,0,0,0,0,0,0
bellissimo,bellissimo,0,0,0,0,0,0,0
handsome,handsome,0,0,0,0,0,0,0
cute,cute,0,0,0,0,0,0,0
girlfriend,girlfriend,0,0,0,0,0,0,0
eyes simply amazing,eye simply amazing,0,0,0,0,0,0,0
cool,cool,0,0,0,0,0,0,0
beau,beau,0,0,0,0,0,0,0
grease,grease,0,0,0,0,0,0,0
nice,nice,0,0,0,0,0,0,0
little big,little big,0,0,0,0,0,0,0
phone number,phone number,0,0,0,0,0,0,0
eyes,eye,0,0,0,0,0,0,0
damn beautifull,damn beautifull,0,0,0,0,0,0,0
babe want comment youu wanna know feelin please,babe want comment youu wanna know feelin please,0,0,0,0,0,0,0
trop beau,trop beau,0,0,0,0,0,0,0
