,Lemmatized_Comment,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
2869,laughing loud oh sure,0,0,0,0,0,0
2870,freakin tired,0,0,0,0,0,0
2871,agree,0,0,0,0,0,0
2872,thanks really helped lot,0,0,0,0,0,0
2873,totally jealous,0,0,0,0,0,0
2874,see cousin front red head girl,0,0,0,0,0,0
2875,well damm thank god went girl school co boyfriend relationship get complicated plus allowed religion glad get chest oh love unicorn marshmallow,0,0,0,0,0,0
2876,picture right marry love right marry love,0,0,0,0,0,0
2877,babe,0,0,0,0,0,0
2878,loo,0,0,0,0,0,0
2879,gay bacon,0,0,0,0,0,0
2880,maybe,0,0,0,0,0,0
2881,know,0,0,0,0,0,0
2882,caring perfectly fine christian believe god god also devil quit cry young bitch notice fact,0,0,0,0,0,0
2883,true,0,0,0,0,0,0
2884,ahahahahahaahahah right,0,0,0,0,0,0
2885,melting pure adorableness Whatever anyone want,0,0,0,0,0,0
2886,twinning,0,0,0,0,0,0
2887,noo think like gay pride would never take place couple year ago people standing right,0,0,0,0,0,0
2888,ok it like dress evelyn Smile with girl think wrong about evelyn say doo going puff much people think commented,0,0,0,0,0,0
2889,laughing as,0,0,0,0,0,0
2890,strawberry frappuccino starbucks,0,0,0,0,0,0
2891,yeah thanks man got fact right good luck arguing hahahahaha,0,0,0,0,0,0
2892,blue mountain dew better,0,0,0,0,0,0
2893,honestly one funniest ig argument ive taken part laughing,0,0,0,0,0,0
2894,read cray fucking wizard know giftcard,0,0,0,0,0,0
2895,bahahahaha yes machi,0,0,0,0,0,0
2896,ist da eine hummer Dazed,0,0,0,0,0,0
2897,haircut look good,0,0,0,0,0,0
2898,well one friend back lately wanting everything even lift finger helpme sick nice say stand,0,0,0,0,0,0
2899,ever wear shirt,0,0,0,0,0,0
2900,go buy eric momma something empty as apartment,0,0,0,0,0,0
2901,oh god,0,0,0,0,0,0
2902,ma basic bom,0,0,0,0,0,0
2903,ok oh como boa,0,0,0,0,0,0
2904,battle pack mason ryan versus randy orion,0,0,0,0,0,0
2905,better get better,0,0,0,0,0,0
2906,laughing loud true,0,0,0,0,0,0
2907,maybe could contact friend live close could go meet least try contact way though fair,0,0,0,0,0,0
2908,one day quem sabe,0,0,0,0,0,0
2909,surf board Worried surf board,0,0,0,0,0,0
2910,video epic love funkvolume glad signed label,0,0,0,0,0,0
2911,series battlepacks randy orion mason ryan,0,0,0,0,0,0
2912,nice,0,0,0,0,0,0
2913,ily guy,0,0,0,0,0,0
2914,old someone please tell,0,0,0,0,0,0
2915,battle pack mason ryan randy Penguin steel chair,0,0,0,0,0,0
2916,bae,0,0,0,0,0,0
2917,ad,0,0,0,0,0,0
2918,breath taking usual,0,0,0,0,0,0
2919,great comeback,0,0,0,0,0,0
2920,beautiful last pick saw twitter put pickure like ig icon,0,0,0,0,0,0
2921,hot,0,0,0,0,0,0
2922,thing compromise money is,0,0,0,0,0,0
2923,good Smile fun,0,0,0,0,0,0
2924,nigga pay respect compton heathrow started,0,0,0,0,0,0
2925,cute,0,0,0,0,0,0
2926,nice name,0,0,0,0,0,0
2927,friend need,0,0,0,0,0,0
2928,oh god rachel amazing god bless little girl,0,0,0,0,0,0
2929,live painting done music prayer breakfast part na event pay extra people chose painting sick sick fact see relevant christ everything honored proud say painting one mine painting well many others performed world know show people relevant god people became christian morning decided deepen walk christ feel free bash organization fight freedom speak mind feel free bash painting man died cross free husband feel free travel paint spread love mercy grace beauty lord ashamed back stand firm fight god love spread everyone offends sorry place life please please lord would like better idea prop painting set sort stunt look ministry see beauty,0,0,0,0,0,0
2930,amazing representation logo immense representation root individualism,0,0,0,0,0,0
2931,good night,0,0,0,0,0,0
2932,thank,0,0,0,0,0,0
2933,love like future boyfriend love much big fan tell loo,0,0,0,0,0,0
2934,jesus got gun shame nba crap,0,0,0,0,0,0
2935,tat,0,0,0,0,0,0
2936,right feel,0,0,0,0,0,0
2937,feel read felt like explaining exact situation someone know,0,0,0,0,0,0
2938,basic battle pack series punk versus vince mcmahon hope god win,0,0,0,0,0,0
2939,one right fake gangster rapper put pyramid album old buy lol,0,0,0,0,0,0
2940,rude,0,0,0,0,0,0
2941,woke face hot,0,0,0,0,0,0
2942,oh god died kno,0,0,0,0,0,0
2943,yoo happy birthday boston wish good one day Insane,0,0,0,0,0,0
2944,laughing time least thing Winking,0,0,0,0,0,0
2945,god still love matter matter ethnicity sex like still love gay marry right everybody equal right,0,0,0,0,0,0
2946,going tour mac summer,0,0,0,0,0,0
2947,marry,0,0,0,0,0,0
2948,caption,0,0,0,0,0,0
2949,sure,0,0,0,0,0,0
2950,by,0,0,0,0,0,0
2951,du offer ich auch Stressed,0,0,0,0,0,0
2952,soo much better,0,0,0,0,0,0
2953,dead,0,0,0,0,0,0
2954,thank pretty,0,0,0,0,0,0
2955,win brush,0,0,0,0,0,0
2956,laughing loud like six pack,0,0,0,0,0,0
2957,independent,0,0,0,0,0,0
2958,girl,0,0,0,0,0,0
2959,battle pack orion mason ryan chair,0,0,0,0,0,0
2960,could,0,0,0,0,0,0
2961,we,0,0,0,0,0,0
2962,in came,0,0,0,0,0,0
2963,cam boner though,0,0,0,0,0,0
2964,love,0,0,0,0,0,0
2965,well bring game shea troll laughing loud,0,0,0,0,0,0
2966,laughing loud pretty sure way small attitude make size difference,0,0,0,0,0,0
2967,like turquoise one pretty right,0,0,0,0,0,0
2968,husband sav,0,0,0,0,0,0
2969,try clown oh kirk lame,0,0,0,0,0,0
2970,say read cray fucking wizard welcome,0,0,0,0,0,0
2971,grave maintenant il est plus swag,0,0,0,0,0,0
2972,cute please,0,0,0,0,0,0
2973,lot,0,0,0,0,0,0
2974,orion ryan battle pack,0,0,0,0,0,0
2975,shut clue,0,0,0,0,0,0
2976,know say thing bitch as even talk cuz bully bitch yes mom teach respect cuz great mom something know callin cop rite,0,0,0,0,0,0
2977,hahaha amazing,0,0,0,0,0,0
2978,hoe,0,0,0,0,0,0
2979,ah,0,0,0,0,0,0
2980,thanks,0,0,0,0,0,0
2981,mine mine mine,0,0,0,0,0,0
2982,respect respect belief god respect disbelief,0,0,0,0,0,0
2983,love fucking song,0,0,0,0,0,0
2984,birth day get dictionary learn meaning thing respect wish,0,0,0,0,0,0
2985,know talking bout cuz got powerful item cook,0,0,0,0,0,0
2986,think,0,0,0,0,0,0
2987,saying older flskiaha,0,0,0,0,0,0
2988,never act like special know fair obviously anger right straight people jew black couold exchange marriage show love couold kiss chioldren anything wouold looked upon unfortunately case gay gay marriage legalized time celebration acceptance everyone hate learn accept everyone old positive ungrateful outlook life enough said,0,0,0,0,0,0
2989,never commented photo far hating hope every thing scripted others saying need prayer everybody need prayer nobody perfect god came back right majority u probably would make gate heaven leave man alone pray need,0,0,0,0,0,0
2990,cute,0,0,0,0,0,0
2991,this had say wife cum kirk,0,0,0,0,0,0
2992,city look nice night,0,0,0,0,0,0
2993,sweet little pill mean,0,0,0,0,0,0
2994,bike soo cool want Wink,0,0,0,0,0,0
2995,yay gay pride much love san francisco,0,0,0,0,0,0
2996,believe noah fit creature boat,0,0,0,0,0,0
2997,love guy,0,0,0,0,0,0
2998,zach cut whatnthwcfuck,0,0,0,0,0,0
2999,know feel,0,0,0,0,0,0
3000,go hell bitch listen,1,0,0,0,0,0
3001,laughing pussy as bitch bra prob'ly ugly as fat loose cunt mate bloody hell stu go drink bleach ugly as anal juicing hoe bag slut,1,0,0,0,0,0
3002,go suck dick faggot,1,0,0,0,0,0
3003,oh really girlfriend name to beaver,1,0,0,0,0,0
3004,god cunt religion barbaric ashamed childish way fuck,1,0,0,0,0,0
3005,well congratulation became stupid throw judgement around sniveling little cunt bash teeth fucking throat enjoy fairy tale life ill laughing die rot ground rest u heaven hell,1,0,0,0,0,0
3006,everything bible true real dense cunt know fuck holy spirit fuck god fuck jesus christ died shit fucking cunt,1,0,0,0,0,0
3007,hello mad abuse slut,1,0,0,0,0,0
3008,laughing loud look saying right black barbie look like run stripper know anything went picture poor taking men rent like lawn maintenance company,1,0,0,0,0,0
3009,blah blah bitch say mean mean say send subliminal lol hoe need find life mean ig,1,0,0,0,0,0
3010,laughing loud like said dumb peon worthless bitch let u link bitch hard find hoe scary hoe go people page find something comment sad encourage hoe like keep looking,1,0,0,0,0,0
3011,mom lip slide dick,1,0,0,0,0,0
3012,sister pole jam,1,0,0,0,0,0
3013,fuck pussy as bitch claim blaze take shit fucking mark,1,0,0,0,0,0
3014,mom lip slide gave taxi money get hell house,1,0,0,0,0,0
3015,go fuck believing something retarded inbred,1,0,0,0,0,0
3016,laughing loud grow ball talk shitWhatever funny seem follower get as chopped fed jayzWhatever also quit child molesting fat as judge others picture Whatever bitchWhatever,1,0,0,0,0,0
3017,nobody know keep open mind everything whore,1,0,0,0,0,0
3018,nobody know sure think clean stop preaching shit dirty slut,1,0,0,0,0,0
3019,one people mad world cuz little dick virgin till die,1,0,0,0,0,0
3020,suck dick,1,0,0,0,0,0
3021,bully ray better plan suck dick,1,0,0,0,0,0
3022,bambi groupie hoe trying toget big as,1,0,0,0,0,0
3023,go home take care wife Pretzel family instead hanging wit hose,1,0,0,0,0,0
3024,clown azz nigga realize hoe want money cuz cute give damn rasheed,1,0,0,0,0,0
3025,ha think get hoe cuz reality show,1,0,0,0,0,0
3026,fuck bitch hoe done fuck everybody done got pussy suh dumb bitch,1,0,0,0,0,0
3027,wow cannot believe nerve post take pix one nasty skank cheated wife sick remember pregnant forever,1,0,0,0,0,0
3028,hoe smiling hard picture,1,0,0,0,0,0
3029,bambi hoe i like,1,0,0,0,0,0
3030,bambi slut,1,0,0,0,0,0
3031,hoe as Whatever,1,0,0,0,0,0
3032,none rapping bitch please heard hoe tube trying free style lame fuck lame cannot rap trying hard,1,0,0,0,0,0
3033,hoe block page bum bitch get real job stop suck dick,1,0,0,0,0,0
3034,wow get around him,1,0,0,0,0,0
3035,hoe fucked hehehehehe,1,0,0,0,0,0
3036,knoww bitch thirsty know refer starving,1,0,0,0,0,0
3037,thirsty whore someone get bitch demand Whatever,1,0,0,0,0,0
3038,look like tranny amazon ugly as lao,1,0,0,0,0,0
3039,anothe popcorn hoe bambi smile cuz hi gum fucked laughing as,1,0,0,0,0,0
3040,busy try call gloria real slut bucket dishrag hoe,1,0,0,0,0,0
3041,thought exactly,1,0,0,0,0,0
3042,yes bluffing like getting money get money bending know bottom line hoe liked u saying shimmer haha,1,0,0,0,0,0
3043,thirsty even cute,1,0,0,0,0,0
3044,whole world know yes groupie as slutty as home girl,1,0,0,0,0,0
3045,taking pic hoe yeah,1,0,0,0,0,0
3046,hoe,1,0,0,0,0,0
3047,think people saw episode kirk fuck day met hor,1,0,0,0,0,0
3048,hoe,1,0,0,0,0,0
3049,still ugly dirty looking fuck compton bitch camden home wrecking as hoe laura gloria beat as,1,0,0,0,0,0
3050,thirsty bitch rasheed voice,1,0,0,0,0,0
3051,disrespectful probably fuckin sure right,1,0,0,0,0,0
3052,hope hoe give aid,1,0,0,0,0,0
3053,poor excuse man even know meaning rasheed would shit rasheed find another man good man oh god ugliest man ever is wa good get groupie hoe think got money,1,0,0,0,0,0
3054,wishing best as nigger shit go fuck ourself matter fact go suck dick look like like anyway wish best would treat like shit piece shit bitch as nigger,1,0,0,0,0,0
3055,yeah cannot cut paste nigga cheating wife tho shit stay dick good look,1,0,0,0,0,0
3056,fucked another nigga,1,0,0,0,0,0
3057,way bitch look like fucking horse walking around bunch broke hoe,1,0,0,0,0,0
3058,girl level like whore lao girl look like long thirsty long as horse head,1,0,0,0,0,0
3059,girl need fix horie mouth ioon poiiible Whatever johanna independent bombihell moneythat i chrii broken proitituei madWhatever laughing loud,1,0,0,0,0,0
3060,bitch higher class broke hoe fucking pay rent go fall ditch respect hoe job fucking clothes,1,0,0,0,0,0
3061,groupie always long money access soon gone groupie includes bum as nigga gone,1,0,0,0,0,0
3062,hold got hater right go suck dick bitch,1,0,0,0,0,0
3063,agree love johanna little whore think probably get back chris big failure lol coming industry hoe heard drake said fell lap real nigga would,1,0,0,0,0,0
3064,stu bitch sound stupid going quote someone say fuck said completely ya worried rid pussy anyways ya hoe chucking everyone hi city Pretzel ya still broke for Whatever,1,0,0,0,0,0
3065,cause fucking rent boy got right fucking rent lame ho count corny as bitch made nigga swallow,1,0,0,0,0,0
3066,fell real hard category leech Pretzel hoe real happened such,1,0,0,0,0,0
3067,liven chris dese hoe fucking rent money lmfaoo ever come queen played myself,1,0,0,0,0,0
3068,bitch say coming queen hoe sit would fuck couple stack plus johanna fuck wit fall back,1,0,0,0,0,0
3069,stay true as whole bunch lame thirsty,1,0,0,0,0,0
3070,hoe,1,0,0,0,0,0
3071,course stay true cause thirsty hell choice tru gotta get bill paid nigga bitch stay thirsty pair jordan,1,0,0,0,0,0
3072,yeah bunch professional broke hoe nothing better stay true nigga dumped curb front world also known karruche christina,1,0,0,0,0,0
3073,fuck mummy as fuck chris life job ugly as groupie one thing common love dick ride kiss as suck chris dick free money trip fake phony broke ass,1,0,0,0,0,0
3074,bitch kid sucking fuckin fame know dream regret hold as know nick cannon bum bitch,1,0,0,0,0,0
3075,broke as bum bitch fuck pay rent,1,0,0,0,0,0
3076,johanna buy hoe,1,0,0,0,0,0
3077,bitch good licking ball,1,0,0,0,0,0
3078,especially gotta stretch pussy pay rent buy gas stay true gold digging dirty bitch,1,0,0,0,0,0
3079,threw birth control yet bitch know plan get pregnant babymother low life bum bitch pussy pay bill basically prostitute trade pussy money hold,1,0,0,0,0,0
3080,everyone picture bunch loser Snail fucking rent lame ho Snail,1,0,0,0,0,0
3081,faggot walking around head redder bitch hoe shouting aint shit groupie,1,0,0,0,0,0
3082,hoe waiting turn suck dick wonder bitch nigga love simple hoe,1,0,0,0,0,0
3083,groupie always stay true dough fuck wrong duck nigga kind breed nigga praise cum bucket laughing loud,1,0,0,0,0,0
3084,girl please ke stuck side chris star as would nowhere around go show thirsty rice cake yeah baby beat hell girlfriend seen pic care average groupie hoe um nigga beat hell would hate dumbass probably cause seem stupid rice cake,1,0,0,0,0,0
3085,duh keep telling people fucking goldigger,1,0,0,0,0,0
3086,nasty whore,1,0,0,0,0,0
3087,sold dem stinking pussy bitch fucking dirty dick nigga dame time,1,0,0,0,0,0
3088,hoe picture look thirsty,1,0,0,0,0,0
3089,hey give fun navy though sorry hop hoe,1,0,0,0,0,0
3090,ugly hoe might well hop,1,0,0,0,0,0
3091,okay get dictionary look word Goatee whore ratchet bitch Whatever name Whatever need grow fuck Whatever even pretty get jealous bailey cause know drop dead gorgeous Whatever funny joke Whatever would someone commented picture calling ratchet hoe Whatever shut damn mouth solve problem face first Whatever alls follow click fucking button okay Whatever stop Whatever,1,0,0,0,0,0
3092,good friend even met person Whatever call titsWhatever,1,0,0,0,0,0
3093,delta raisin dick,1,0,0,0,0,0
3094,dude mountain dew make dick small,1,0,0,0,0,0
3095,effing isabella holy buttock,1,0,0,0,0,0
3096,bitch maybe wanna talk sure one guy,1,0,0,0,0,0
3097,would talk fucking dumbass would get chance bitch,1,0,0,0,0,0
3098,brittonoo whoever call want call,1,0,0,0,0,0
3099,call name unless going add self list bitch ah,1,0,0,0,0,0
3100,bitch,1,0,0,0,0,0
3101,kill ourself hoe,1,0,0,0,0,0
3102,get girl ok look way better talk shit,1,0,0,0,0,0
3103,ok get every one say better looking bitch,1,0,0,0,0,0
3104,dude real move get self useless as hole leave alone stop coming back argument get damn life,1,0,0,0,0,0
3105,fucking hoe waste tear shit need wasted,1,0,0,0,0,0
3106,hoe think need life stop,1,0,0,0,0,0
3107,even american problem huh america people treat guy like shit least cross border america bet suck soccer stu jump start talking shit play soccer run fast bitch kick as fag,1,0,0,0,0,0
3108,motherfuck grow stop talking shit making self look bad fucking drop damn,1,0,0,0,0,0
3109,drop cocksucker bitch as motherfucker cracker,1,0,0,0,0,0
3110,damn man drop drop damn shut fuck stop little fucking girl shut fuck,1,0,0,0,0,0
3111,drop first pussy,1,0,0,0,0,0
3112,came back like little bitch also stop dragging,1,0,0,0,0,0
3113,starting bitch go sleep ugly,1,0,0,0,0,0
3114,ugly little dick sucker,1,0,0,0,0,0
3115,right im done hoe,1,0,0,0,0,0
3116,bitch fucking got shit straightened back fuck,1,0,0,0,0,0
3117,bitch shut fuck dumbass nobody ask information shut fuck,1,0,0,0,0,0
3118,arguing care also talking bout Whatever like fucking barcelona okay happy gangbang hahahahaha barcelona suck madrid,1,0,0,0,0,0
3119,fuck pussy stop keep replying back get life think nothing way kick as,1,0,0,0,0,0
3120,hahaha ah jamal cross border dumb as think speak sure teach africa running gay pedophile stu already told world cup mexico squad still hating cause smashed ganna Watching wif get dick nasty crusty wrinkly as nigga,1,0,0,0,0,0
3121,dick pussy,1,0,0,0,0,0
3122,funny u beat german scrub one goal u would get raped big dog,1,0,0,0,0,0
3123,fag done wanna start go well get slave boat fail cocksucker bitch as motherfucker cracker mean proved wrong every time proved wrong every time white trash people start shit cocksucker,1,0,0,0,0,0
3124,reread conversation day ago proved wrong anybody reread know right know soccer ever know since last name boating must arrogant professional player know nothing soccer one goal raping someone happened extra time say even grow asshole,1,0,0,0,0,0
3125,stop commenting picture fag reported right bitch know shit soccer name boating show know something soccer know shit go play american football one goal raping least grow white trash stop commenting pic get gang better stu respect boating bet suck soccer,1,0,0,0,0,0
3126,know make afraid talk shit people know getting gang ready shut fuck id fan realmadrid,1,0,0,0,0,0
3127,mad bet get ugly girl hahahahahahah,1,0,0,0,0,0
3128,bitch as night know row,1,0,0,0,0,0
3129,use trying copy heathrow something bunch shitcunts,1,0,0,0,0,0
3130,man shut bitch as nobody care,1,0,0,0,0,0
3131,fuck last king dick rider one talking bitch as,1,0,0,0,0,0
3132,nope saw basic bitch made mofo larry shipper soo yea,1,0,0,0,0,0
